,id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,category,latitude,longitude,is_pickup,is_delivery,address1,address2,address3,city,zip_code,country,state,display_address
11,M9xzvwgK58T0w7wvXedvuQ,hot-mamas-pizza-seattle,Hot Mama's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/h52VMOuQKjBnha2aVCYeow/o.jpg,False,https://www.yelp.com/biz/hot-mamas-pizza-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,844,4.0,$,+12063226444,(206) 322-6444,1446.8392319785,Pizza,47.6153791796,-122.3232307344,delivery,,700 E Pine St,,,Seattle,98122,US,WA,"['700 E Pine St', 'Seattle, WA 98122']"
12,1VO2G4r_MJW7aMDaFVi2WA,mama-sambusa-kitchen-seattle,Mama Sambusa  Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/grq52eceMcvMGaYQp0M1Hw/o.jpg,False,https://www.yelp.com/biz/mama-sambusa-kitchen-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,2,5.0,,+12064579551,(206) 457-9551,11776.0021786955,African,47.5293341753,-122.2694920376,pickup,delivery,8300 Wabash Ave S,,,Seattle,98118,US,WA,"['8300 Wabash Ave S', 'Seattle, WA 98118']"
13,SwIjpF_x-bN4dS0lUY-oZw,13-coins-restaurant-seattle-3,13 Coins Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/x4WOBNwsShB6HJP0JC_Xfw/o.jpg,False,https://www.yelp.com/biz/13-coins-restaurant-seattle-3?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,449,3.0,$$,+12066822513,(206) 682-2513,3057.6370750335,American (Traditional),47.598255035,-122.3309759168,pickup,delivery,255 S King St,,,Seattle,98104,US,WA,"['255 S King St', 'Seattle, WA 98104']"
14,kYN8qEX6hoCpWygL4khj6g,qdoba-mexican-eats-seattle-9,QDOBA Mexican Eats,https://s3-media2.fl.yelpcdn.com/bphoto/zSFusHBmni_KBkDQOxMtFw/o.jpg,False,https://www.yelp.com/biz/qdoba-mexican-eats-seattle-9?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,178,3.5,$,+12062431514,(206) 243-1514,20430.2995098889,Mexican,47.443044,-122.302469,,,17801 International Blvd,Space CT-12,,Seattle,98158,US,WA,"['17801 International Blvd', 'Space CT-12', 'Seattle, WA 98158']"
15,JCgvJyyYac5nJ1s-R3ZEBA,memos-mexican-food-restaurant-seattle,Memo's Mexican Food Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/NLTSDKqLebvN2sITuSW7SQ/o.jpg,False,https://www.yelp.com/biz/memos-mexican-food-restaurant-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,346,3.0,$,+12067295071,(206) 729-5071,4630.7485692619,Mexican,47.6643199,-122.31334,pickup,delivery,4743 University Way NE,,,Seattle,98105,US,WA,"['4743 University Way NE', 'Seattle, WA 98105']"
16,0PJ-liH3XUQtXZU2iQxBHw,beths-cafe-seattle,Beth's Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/1PduPGoOo4_2TeIG25CINQ/o.jpg,False,https://www.yelp.com/biz/beths-cafe-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,1420,3.5,$$,+12067825588,(206) 782-5588,6342.9997368491,American (Traditional),47.682122,-122.344757,delivery,,7311 Aurora Ave N,,,Seattle,98103,US,WA,"['7311 Aurora Ave N', 'Seattle, WA 98103']"
17,K-5OI6VcG6DqtN3QAZmD2w,garzon-latinx-street-food-seattle,GARZON * Latinx Street Food,https://s3-media1.fl.yelpcdn.com/bphoto/xepqK6pE6LXUTihGenqnJQ/o.jpg,False,https://www.yelp.com/biz/garzon-latinx-street-food-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,5,5.0,,+12393393524,(239) 339-3524,853.5261628163,Street Vendors,47.6321563721,-122.3466949463,,,,,,Seattle,98109,US,WA,"['Seattle, WA 98109']"
18,7grYwYcWUxGYtKRsRwCbzw,ihop-seattle-4,IHOP,https://s3-media4.fl.yelpcdn.com/bphoto/GSgeAoM_qlh_KEMj_l74XQ/o.jpg,False,https://www.yelp.com/biz/ihop-seattle-4?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,207,3.5,$$,+12063239323,(206) 323-9323,1919.9196559207,American (Traditional),47.61185,-122.31967,pickup,delivery,950 E Madison St,,,Seattle,98122,US,WA,"['950 E Madison St', 'Seattle, WA 98122']"
19,H5OEa-HJkCmi0V1S4cyr_Q,ho-ho-seafood-restaurant-seattle,Ho Ho Seafood Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/D7dxiIbBIwy4CbThmTrRBg/o.jpg,False,https://www.yelp.com/biz/ho-ho-seafood-restaurant-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,305,3.5,$$,+12063829671,(206) 382-9671,3236.1690748753,Seafood,47.59736,-122.32484,pickup,delivery,653 S Weller St,,,Seattle,98104,US,WA,"['653 S Weller St', 'Seattle, WA 98104']"
20,VxtRZHgoYtLL7IVLPbjX3A,pel-meni-dumpling-tzar-seattle-2,Pel Meni Dumpling Tzar,https://s3-media3.fl.yelpcdn.com/bphoto/Ii7G5b1LNOMPa7n3KpNB2Q/o.jpg,False,https://www.yelp.com/biz/pel-meni-dumpling-tzar-seattle-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,179,4.0,$$,+12064666561,(206) 466-6561,1785.4282947504,Russian,47.61581,-122.31655,pickup,delivery,1630 12th Ave,,,Seattle,98122,US,WA,"['1630 12th Ave', 'Seattle, WA 98122']"
21,Hp5kUwraNw3u_eq75CMCJA,comet-dogs-seattle-2,Comet Dogs,https://s3-media3.fl.yelpcdn.com/bphoto/xA-r13YgSHjjVCS4sob9gA/o.jpg,False,https://www.yelp.com/biz/comet-dogs-seattle-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,39,4.5,$,,,1714.7705917128,Hot Dogs,47.61422,-122.31959,,,922 E Pike St,,,Seattle,98122,US,WA,"['922 E Pike St', 'Seattle, WA 98122']"
22,IX5lQdp615S0rDe30EuJBg,amante-pizza-and-pasta-seattle-9,Amante Pizza & Pasta,https://s3-media2.fl.yelpcdn.com/bphoto/l69SwhQ9Ky7e1YzEmJMkVg/o.jpg,False,https://www.yelp.com/biz/amante-pizza-and-pasta-seattle-9?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,103,3.0,$$,+12068611777,(206) 861-1777,2089.1403807025,Pizza,47.6411809,-122.3203363,pickup,delivery,2357 10th Ave E,,,Seattle,98102,US,WA,"['2357 10th Ave E', 'Seattle, WA 98102']"
23,pNkHfhzrhED-2MU5D8Olzw,rancho-bravo-tacos-seattle-2,Rancho Bravo Tacos,https://s3-media2.fl.yelpcdn.com/bphoto/uYDEfsw5nsoxpsyYNM0MrA/o.jpg,False,https://www.yelp.com/biz/rancho-bravo-tacos-seattle-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,807,3.5,$,+12063229399,(206) 322-9399,1687.7347959823,Mexican,47.61511,-122.318983,pickup,delivery,1001 E Pine St,,,Seattle,98122,US,WA,"['1001 E Pine St', 'Seattle, WA 98122']"
24,KqtOj1rpjcucDFBC9UZM9w,honey-court-seafood-restaurant-seattle-2,Honey Court Seafood Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/TZktgMp-t5NPKK4DEauTkQ/o.jpg,False,https://www.yelp.com/biz/honey-court-seafood-restaurant-seattle-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,598,3.5,$$,+12062928828,(206) 292-8828,3171.9228040764,Seafood,47.5978,-122.32484,pickup,delivery,516 Maynard Ave S,,,Seattle,98104,US,WA,"['516 Maynard Ave S', 'Seattle, WA 98104']"
25,p94tBRrbW3AnH1OFaf8Vqg,the-doctors-office-seattle,The Doctor's Office,https://s3-media2.fl.yelpcdn.com/bphoto/d-F7aZuBMQwK-VPU4FiF-Q/o.jpg,False,https://www.yelp.com/biz/the-doctors-office-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,2,5.0,,,,1068.9747261264,American (Traditional),47.619373,-122.324421,pickup,delivery,1631 E Olive Way,,,Seattle,98102,US,WA,"['1631 E Olive Way', 'Seattle, WA 98102']"
26,odX2DCtBQEqvwezEzUBc1A,ten-sushi-seattle,Ten Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/TlPG6zdwlvO95M4zSNKoRA/o.jpg,False,https://www.yelp.com/biz/ten-sushi-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,552,3.5,$$,+12064533881,(206) 453-3881,881.1674903619,Sushi Bars,47.6247303,-122.3472236,pickup,delivery,500 Mercer St,,,Seattle,98109,US,WA,"['500 Mercer St', 'Seattle, WA 98109']"
27,9sPCviXAP1lvn9G_FJVi1g,people-of-the-chubbs-renton,People Of The Chubbs,https://s3-media3.fl.yelpcdn.com/bphoto/9isOoIK-zFyQ1wpSoZd6nA/o.jpg,False,https://www.yelp.com/biz/people-of-the-chubbs-renton?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,53,4.0,$,+12063359000,(206) 335-9000,20243.978826847,Food Trucks,47.459869,-122.22329,,,2230 Lind Ave SW,,,Renton,98057,US,WA,"['2230 Lind Ave SW', 'Renton, WA 98057']"
28,6BKb7PK-CTDbC99U-9-AZQ,a-pizza-mart-downtown-seattle-2,A Pizza Mart - Downtown,https://s3-media2.fl.yelpcdn.com/bphoto/rh8MquDgnxs0WEDVu3EURw/o.jpg,False,https://www.yelp.com/biz/a-pizza-mart-downtown-seattle-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,311,3.0,$,+12063818688,(206) 381-8688,1041.8593298921,Pizza,47.616143,-122.33355,pickup,delivery,925 Stewart St,,,Seattle,98101,US,WA,"['925 Stewart St', 'Seattle, WA 98101']"
29,0WVdKK7hXDr5gglcjInyww,dirty-dog-seattle,Dirty Dog,https://s3-media2.fl.yelpcdn.com/bphoto/pQBmNYbpWvonertPkEjp_g/o.jpg,False,https://www.yelp.com/biz/dirty-dog-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,11,4.0,$,+12067788402,(206) 778-8402,12677.5067071123,Food Stands,47.72973,-122.3502,,,,,,Seattle,98133,US,WA,"['Seattle, WA 98133']"
30,mGTS2oVPE94uLvQvBwC2Kg,mcdonalds-seattle-5,McDonald's,https://s3-media2.fl.yelpcdn.com/bphoto/bhjp9jJ-Gfl1uoigc7Y3ig/o.jpg,False,https://www.yelp.com/biz/mcdonalds-seattle-5?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,138,2.0,$,+12064439275,(206) 443-9275,1029.1459414599,Fast Food,47.6204944251,-122.3471368758,,,222 5th Ave N,,,Seattle,98109,US,WA,"['222 5th Ave N', 'Seattle, WA 98109']"
31,Ns7QfVU0JwaQuzn-rjoHtQ,monster-dogs-seattle-2,Monster Dogs,https://s3-media2.fl.yelpcdn.com/bphoto/Duxi-bGxrg4pCkeqBFdryw/o.jpg,False,https://www.yelp.com/biz/monster-dogs-seattle-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,51,4.0,$,+18885714447,(888) 571-4447,1742.9809057887,Hot Dogs,47.61411,-122.31945,delivery,,E Pike St And 10th Ave,,,Seattle,98122,US,WA,"['E Pike St And 10th Ave', 'Seattle, WA 98122']"
32,-YB_t6sQOO9Ivfuy85_YpQ,smokestack-lightning-bbq-seattle,Smokestack Lightning BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/wAPep14rsiNh3YbXJArqMQ/o.jpg,False,https://www.yelp.com/biz/smokestack-lightning-bbq-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,3,5.0,,+12069600460,(206) 960-0460,1883.3883969474,Barbeque,47.6112518311,-122.3349304199,,,,,,Seattle,98101,US,WA,"['Seattle, WA 98101']"
33,aHawAS4ybA-9MBp-m9K3og,a-pizza-mart-seattle-11,A Pizza Mart,https://s3-media2.fl.yelpcdn.com/bphoto/C3BznNZFiVkqt-itLBfSyA/o.jpg,False,https://www.yelp.com/biz/a-pizza-mart-seattle-11?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,110,3.0,$,+12069038500,(206) 903-8500,1113.067704605,Pizza,47.61829,-122.34535,pickup,delivery,2525 6th Ave,,,Seattle,98121,US,WA,"['2525 6th Ave', 'Seattle, WA 98121']"
34,ZltF8yNLuMgD6XT_6Rpqdg,fortune-poker-renton-2,Fortune Poker,https://s3-media1.fl.yelpcdn.com/bphoto/zMqhqQj8NCyHE_wrKRtXXQ/o.jpg,False,https://www.yelp.com/biz/fortune-poker-renton-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,25,4.0,,+14255726500,(425) 572-6500,21750.8496488618,Casinos,47.446849,-122.217384,delivery,,3650 East Valley Rd,,,Renton,98057,US,WA,"['3650 East Valley Rd', 'Renton, WA 98057']"
35,HeJP0ZS0tCCn-X9ezYSz3g,ians-pizza-on-the-hill-seattle,Ian's Pizza on the Hill,https://s3-media3.fl.yelpcdn.com/bphoto/FZ8zIvXn_MYw45nJtjK-Ng/o.jpg,False,https://www.yelp.com/biz/ians-pizza-on-the-hill-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,225,4.0,$,+12066594721,(206) 659-4721,1531.3912273932,Pizza,47.61592,-122.32041,pickup,delivery,1620 Broadway,,,Seattle,98122,US,WA,"['1620 Broadway', 'Seattle, WA 98122']"
36,nKzJjgLY5FnEufkfmGqOew,pel-meni-dumpling-tzar-seattle,Pel Meni Dumpling Tzar,https://s3-media1.fl.yelpcdn.com/bphoto/P_fOzX-fJmY-3pN8qfEHAg/o.jpg,False,https://www.yelp.com/biz/pel-meni-dumpling-tzar-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,308,3.5,$$,+12065882570,(206) 588-2570,3062.8711652195,Russian,47.65117,-122.35047,pickup,delivery,3516 Fremont Pl,,,Seattle,98103,US,WA,"['3516 Fremont Pl', 'Seattle, WA 98103']"
37,JBBwejnIm156q9dOLJHWkg,mediterranean-mix-seattle,Mediterranean Mix,https://s3-media2.fl.yelpcdn.com/bphoto/339er5Bv_RepNf05t5ZuCQ/o.jpg,False,https://www.yelp.com/biz/mediterranean-mix-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,284,3.5,$,+12063419265,(206) 341-9265,2747.4089427791,Mediterranean,47.6007202264,-122.3345075291,,,205 1st Ave S,,,Seattle,98104,US,WA,"['205 1st Ave S', 'Seattle, WA 98104']"
38,kiF4pm9UuCRFkTbCg6AIWw,jack-in-the-box-seattle-5,Jack in the Box,https://s3-media2.fl.yelpcdn.com/bphoto/joDC4R4L4w5n_-15cjf-kg/o.jpg,False,https://www.yelp.com/biz/jack-in-the-box-seattle-5?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,43,2.5,$,+12066289028,(206) 628-9028,4441.0036317396,Burgers,47.5856860629,-122.3295021057,,,1907 4th Ave S,,,Seattle,98134,US,WA,"['1907 4th Ave S', 'Seattle, WA 98134']"
39,PTiatJJc6tIKTbF2o1X4Dw,mad-dawgs-hot-dogs-seattle-2,Mad Dawg's Hot Dogs,https://s3-media1.fl.yelpcdn.com/bphoto/8_C7cAbtFVM4oToCst9tbw/o.jpg,False,https://www.yelp.com/biz/mad-dawgs-hot-dogs-seattle-2?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,11,4.0,$,+12063103362,(206) 310-3362,2170.5041812183,Food Trucks,47.61072,-122.31643,,,908 12th Ave,,,Seattle,98122,US,WA,"['908 12th Ave', 'Seattle, WA 98122']"
40,xdf1I_YyzPIIkr_e3q3AEQ,taco-bell-seattle,Taco Bell,https://s3-media2.fl.yelpcdn.com/bphoto/g4_axq1Yg_LSQ-x_AfBqbA/o.jpg,False,https://www.yelp.com/biz/taco-bell-seattle?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,87,3.0,$,+12067811815,(206) 781-1815,6008.3036506303,Fast Food,47.67213,-122.37591,delivery,,5918 15th Avenue NW,,,Seattle,98107,US,WA,"['5918 15th Avenue NW', 'Seattle, WA 98107']"
41,ZAlckXCzPoWnFl66UgfZcA,taco-del-mar-seattle-12,Taco Del Mar,https://s3-media2.fl.yelpcdn.com/bphoto/eiFW211j3ORtfvg32k5KWQ/o.jpg,False,https://www.yelp.com/biz/taco-del-mar-seattle-12?adjust_creative=1Gg6xtq-iO6p-yn2SrQWIA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1Gg6xtq-iO6p-yn2SrQWIA,29,3.0,$,+12064488877,(206) 448-8877,1585.8553341695,Mexican,47.61264,-122.34482,pickup,delivery,2136 1st Ave,,,Seattle,98121,US,WA,"['2136 1st Ave', 'Seattle, WA 98121']"
